,name,price,url,description,Alcohol percentage,Bottle volume ml,Brand,Gift box,Country of origin,Type,Vintage,years old,brand_match,brand_match2,missing_brands
767,Jameson The Distiller's Safe 700ml w/Gift Box,108,https://www.paneco.com.sg/products/jameson-the-distillers-safe-700ml-w-gift-box,"
The secret behind our whiskey lies in the passion and dedication of our masterful craftsmen, our Head Distiller, Head Cooper and Head Blender. The Whiskey Makers Series celebrates them and their craft.The Distiller’s Safe is a whiskey that celebrates the craft of our Head Distiller, Brian Nation, and his mastery of the Irish Pot Still. The spirit safe is an instrument allowing him to sample what’s going on inside the still, a confirmation of quality at every turn.Delivering a smooth mouthfeel and gentle notes of apricot, cinnamon and melon, The Distiller’s Safe pays respect to the character of the distillate. Long before barrels make their mark, a pot still has the first say.“As a distiller, I wanted to capture the beauty and character of the distillates. I created a whiskey with the smooth mouth feel of pot still whiskeys, combined with the soft buttery sweetness and gentle fruit notes of grain whiskey.” - Brian Nation, Head Distiller.
                ",43,700ml,john jameson,Yes,Ireland,,,,-,-,john jameson
768,Japanese Whisky Collection,476.2,https://www.paneco.com.sg/products/japanese-whisky-collection-gift-pack,"
                  A package of 3 superb Japanese whiskies that will enhance any whisky aficionado's collection.
                ",,3 x 700ml,,,Japan,,,,-,-,
769,Jim Beam Apple 700ml,46.9,https://www.paneco.com.sg/products/jim-beam-apple-700ml,"
Introducing the perfect balance of premium apple liqueur and bourbon of distinction. The result is rich with American heritage but with a light, juicy twist.Enjoy it straight, on the rocks or with tonic and a slice of apple.
                ",35,700ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
770,Jim Beam Black Extra Aged (8 Year) 1L,78,https://www.paneco.com.sg/products/jim-beam-black-extra-aged-8-year-1l,"
                  Premium 86-proof, extra-aged bourbon ages years longer in white oak barrels than original Jim Beam. It’s those extra years of aging that give Jim Beam Black its full-bodied flavor with smooth caramel and warm oak notes.
                ",43,1000ml,jim beam,No,United States,Bourbon,,8 Year,jim beam,jim beam,
771,Jim Beam Black Triple Aged 6 Year 700ml,54,https://www.paneco.com.sg/products/bourbon-jim-beam-black-6-year,"
                  A classic bourbon whiskey, produced in Kentucky, USA, since 1795. Black Jim Beam is the premium version of the whiskey manufactured by the company. The beverage is produced from carefully selected, high-quality cereals, aged for 8 years in traditional oak barrels, and includes light smoky flavors of caramel and a woody aroma.
                ",43,700ml,jim beam,No,United States,Bourbon,,6 Year,jim beam,jim beam,
772,Jim Beam Devil's Cut 1L,87.35,https://www.paneco.com.sg/products/jim-beam-devil-s-cut-1l,"
                  We take the liquid we extract from our barrels, blend it with extra-aged Kentucky straight bourbon whiskey and bottle it at 90 proof to create a premium bourbon with extra depth and complexity. Designed to be enjoyed neat or on the rocks, Jim Beam Devil’s Cut has a robust flavor with deep color, aroma and character
                ",45,1000ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
773,Jim Beam Devil's Cut 700ml,68.8,https://www.paneco.com.sg/products/jim-beam-devils-cut-700ml,"
                  Unleash the bold spirit of Jim Beam Devil’s Cut, a premium bourbon with depth and complexity that comes from liquid extracted from inside the barrel wood.
                ",45,700ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
774,Jim Beam Double Oak 700ml,68.5,https://www.paneco.com.sg/products/jim-beam-double-oak-700ml,"
                  Double mature in separate freshly charred American Oak Barrels, double the oak interaction! The flavour profile is intense and smooth in taste. It is a low Rye bourbon with high corn contents.
                ",43,700ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
775,Jim Beam Honey 1L,65.5,https://www.paneco.com.sg/products/jim-beam-honey-1l,"
The touch of honey in this liqueur with flavors is perfect—not too strong or too subtle—and its warming liqueur tones allow the honey sweetness to shine, making it great for sipping on its own straight from the fridge.Lovers of Jim Beam’s famous flavors will fall for Jim Beam Honey. Infused with a touch of sweetness and smooth flavor, it’s perfect mixed with ginger ale or apple juice and club soda.Made with Kentucky Straight Bourbon Whiskey slowly infused with natural golden honey to produce a sophisticated, deep, rich flavor with honey aroma.
                ",35,1000ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
776,Jim Beam Red Stag Black Cherry 750ml,49.3,https://www.paneco.com.sg/products/jim-beam-red-stag-black-cherry-750ml,"
                  Sometimes the uncharted path delivers the greatest rewards. Discover the distinctive taste of Red Stag by Jim Beam complemented with a hint of black cherry.
                ",40,750ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
777,Jim Beam Rye 1L,78,https://www.paneco.com.sg/products/jim-beam-rye,"
                  Pre-Prohibition-style rye whiskey. Bartenders have been dying to get their hands on it for years. Now it’s back and bolder than ever. Founded in 1795, this rye whiskey is made from one of the Beam family’s oldest recipes and is distilled with the same exacting standards that have governed Jim Beam for more than 200 years.
                ",45,1000ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
778,Jim Beam Signature Craft 12 Year 700ml,77.8,https://www.paneco.com.sg/products/jim-beam-signature-craft-12-year-700ml,"
                  The Jim Beam Signature Craft is the Kentucky distillery's small batch range of bourbons, including this 12 year old expression. The 12 years in the barrel seems to have been just the right amount of time needed, as it's full flavoured with just the right amount of oak-y notes and wonderfully easy to drink.
                ",43,700ml,jim beam,No,United States,Bourbon,,12 Year,jim beam,jim beam,
779,Jim Beam Single Barrel 750ml,79.9,https://www.paneco.com.sg/products/jim-beam-single-barrel-750ml,"
                  Less than one percent are chosen for Jim Beam Single Barrel—ensuring the highest quality. No two barrels are the same, and each is individually bottled, labeled and hand-numbered. Every bottle of Jim Beam Single Barrel bourbon represents individuality—not only with the distinct flavor and personality of the liquid itself, but also with its hand-written bottle labels and the distillers’ wisdom that’s printed on the back.
                ",47.5,750ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
780,Jim Beam White 1L,64.5,https://www.paneco.com.sg/products/jim-beam-white-1000,"
                  Whiskey bourbon made in Kentucky, USA. The beverage is produced from 75% corn, combined with a mixture of rye and barley. Jim Beam White is aged for 2 years in traditional oak barrels, and is produced without any artificial additions or food coloring. This is a light whiskey with sweet and delicate aroma and fragrances.
                ",40,1000ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
781,Jim Beam White 1L,64.5,https://www.paneco.com.sg/products/jim-beam-white-1l,"
                  Whiskey bourbon made in Kentucky, USA. The beverage is produced from 75% corn, combined with a mixture of rye and barley. Jim Beam White is aged for 2 years in traditional oak barrels, and is produced without any artificial additions or food coloring. This is a light whiskey with sweet and delicate aroma and fragrances.
                ",40,1000ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
782,Jim Beam White 700ml,40,https://www.paneco.com.sg/products/jim-beam-white-700ml,"
                  Whiskey bourbon made in Kentucky, USA. The beverage is produced from 75% corn, combined with a mixture of rye and barley. Jim Beam White is aged for 2 years in traditional oak barrels, and is produced without any artificial additions or food coloring. This is a light whiskey with sweet and delicate aroma and fragrances.
                ",40,700ml,jim beam,No,United States,Bourbon,,,jim beam,jim beam,
783,John Jameson Caskmates IPA Edition Irish Whiskey 1L,98,https://www.paneco.com.sg/products/john-jameson-caskmates-ipa-edition-irish-whiskey-1l,"
Jameson Caskmates IPA Edition presents Jameson Irish whiskey finished in craft IPA barrels, for crisp hoppy notes. Floral, herbal hops, grapefruit citrus notes with subtle orchard fruits, complemented by wood shavings and a little nuttiness.
                ",40,1000ml,john jameson,No,Ireland,,,,-,-,john jameson
784,John Jameson Caskmates Stout Edition 1L,87.95,https://www.paneco.com.sg/products/john-jameson-caskmates-stout-edition-1l,"
Two heads are said to be better than one, and this whiskey adds serious weight to that argument. Emerging from a conversation between our head distiller and the head brewer of Cork’s Franciscan Well Brewery, Jameson Caskmates has been finished in stout-seasoned whiskey casks. While our triple-distilled smoothness is very much intact, notes of cocoa, coffee and butterscotch confirm the stout influence.Caskmates is a head-turning, modern Irish whiskey.
                ",40,1000ml,john jameson,No,Ireland,,,,-,-,john jameson
785,John Jameson Irish Whiskey 700ml Gift Pack with 2 Glasses,67.5,https://www.paneco.com.sg/products/john-jameson-irish-whiskey-700ml-gift-pack-with-2-glasses,"
Jameson Irish Whiskey is a blended Irish whiskey made from the best of pot still and fine grain whiskeys. It is triple distilled giving it its signature smoothness. Finally, it is aged in oak casks for a minimum of 4 years.This product comes with a set of 2 glasses FREE
                ",40,700ml,john jameson,Yes,Ireland,,,,-,-,john jameson
786,John Jameson Irish Whiskey 750ml,58,https://www.paneco.com.sg/products/john-jameson-irish-whiskey-750ml,"
Jameson Irish Whiskey is a blended Irish whiskey. We take the best of pot still and fine grain whiskeys and triple distil them to give the whisky its signature smoothness. Finally, aging it in oak casks for a minimum of 4 years. A light floral fragrance, peppered with spicy wood and sweet notes. 
                ",40,750ml,john jameson,No,Ireland,,,,-,-,john jameson
787,John Walker & Sons King George V 750ml w/Gift Box,573,https://www.paneco.com.sg/products/john-walker-sons-king-george-v-750ml,"
In 1820, John Walker started out in business with a single small shop, but he always had big ambitions. Just over a century later, John Walker & Sons was awarded a Royal Warrant by King George V.By then, Johnnie Walker was already well on its way to becoming the world’s most popular Scotch Whisky. Becoming a supplier to the Royal Household was an important step on that journey. John Walker & Sons King George V commemorates the granting of the Royal Warrant on 1 January 1934.It is created using only the finest whiskies from distilleries that were operating during George’s twenty-five-year reign (1910 – 1936), some of which, like the famed Port Ellen, no longer exist. They are blended together to reflect the distinctive Johnnie Walker style of the era.
",43,750ml,johnnie walker,Yes,Scotland,,,,johnnie walker,johnnie walker,
